who_are_you,looking_for,relationship_type,self_description,preference,music_preference,relationship_values,deal_breakers
straight_male,straight_male,Something Serious,Introvert,Night Owl,Classical,"Shared interests, Mutual respect, Independence",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Communication, Mutual respect, Shared interests, Independence, Emotional support, Trust and honesty",Religious views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Pop,"Shared interests, Mutual respect, Independence",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Mutual respect, Communication",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Independence, Trust and honesty, Shared interests, Communication",Religious views
straight_male,straight_male,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Shared interests, Communication",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,Mutual respect,Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Trust and honesty, Mutual respect, Emotional support, Independence, Communication, Shared interests",Drinking
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Emotional support, Independence, Mutual respect, Shared interests, Communication",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Independence, Mutual respect, Trust and honesty, Communication, Emotional support",Political views
straight_male,straight_male,Something Casual,Extrovert,Night Owl,Country,"Emotional support, Mutual respect",Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Mutual respect",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Independence, Emotional support, Mutual respect",Smoking
transgender,straight_male,Something Casual,Introvert,Morning Person,Romantic Bollywood,"Emotional support, Shared interests, Trust and honesty, Mutual respect, Independence, Communication",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Rock,Independence,Political views
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Pop,Trust and honesty,Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Mutual respect, Emotional support, Communication, Trust and honesty, Independence, Shared interests",Drinking
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Classical,"Communication, Mutual respect, Trust and honesty, Independence",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Communication, Emotional support",Political views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Communication, Shared interests, Independence, Mutual respect, Trust and honesty, Emotional support",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Emotional support, Mutual respect, Shared interests",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Independence, Shared interests, Emotional support, Mutual respect, Communication, Trust and honesty",Drinking
straight_male,straight_male,Something Serious,Introvert,Night Owl,Rock,Independence,Smoking
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Classical,"Independence, Emotional support",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Hollywood Rizz Songs,"Shared interests, Trust and honesty",Smoking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Romantic Bollywood,"Trust and honesty, Independence",Drinking
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Classical,Communication,Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Trust and honesty, Emotional support, Shared interests, Mutual respect",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Trust and honesty, Shared interests, Mutual respect",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Trust and honesty, Emotional support, Mutual respect, Shared interests, Independence",Political views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Rock,"Communication, Mutual respect, Trust and honesty, Shared interests",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Emotional support,Drinking
straight_female,straight_male,Something Casual,Introvert,Morning Person,Romantic Bollywood,Shared interests,Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Communication, Mutual respect, Shared interests, Trust and honesty, Emotional support",Religious views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Emotional support",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Trust and honesty, Mutual respect, Communication",Political views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,Independence,Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Pop,"Shared interests, Emotional support, Trust and honesty",Drinking
straight_female,straight_male,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Trust and honesty, Mutual respect, Independence, Shared interests",Religious views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Shared interests, Emotional support",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Shared interests, Communication",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Independence, Shared interests, Emotional support",Political views
straight_male,straight_female,Something Serious,Introvert,Night Owl,Pop,"Emotional support, Shared interests, Communication",Religious views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Classical,"Mutual respect, Communication, Independence",Religious views
bisexual,straight_female,Something Casual,Introvert,Night Owl,Romantic Bollywood,"Shared interests, Communication, Independence, Emotional support",Religious views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Mutual respect, Independence, Shared interests, Emotional support, Trust and honesty, Communication",Religious views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Mutual respect, Communication, Emotional support, Trust and honesty, Shared interests, Independence",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Classical,"Independence, Trust and honesty, Communication",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Mutual respect, Emotional support",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Emotional support, Communication",Religious views
straight_male,straight_female,Something Serious,Extrovert,Night Owl,Classical,"Mutual respect, Emotional support, Shared interests, Trust and honesty, Independence",Smoking
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Emotional support, Independence, Trust and honesty, Mutual respect, Communication",Religious views
straight_female,straight_female,Something Casual,Introvert,Morning Person,Country,"Mutual respect, Emotional support, Shared interests, Communication, Trust and honesty",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Country,"Independence, Emotional support, Communication, Trust and honesty, Mutual respect, Shared interests",Religious views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Country,"Mutual respect, Emotional support",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,"Emotional support, Independence, Mutual respect, Communication, Trust and honesty, Shared interests",Religious views
transgender,straight_male,Something Serious,Somewhere in Between,Morning Person,Hollywood Rizz Songs,"Shared interests, Emotional support, Independence",Religious views
straight_male,straight_male,Something Casual,Somewhere in Between,Night Owl,Country,"Communication, Shared interests, Trust and honesty, Mutual respect, Emotional support",Religious views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,Emotional support,Drinking
straight_female,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Trust and honesty, Emotional support, Communication",Drinking
straight_male,straight_female,Something Casual,Introvert,Night Owl,Rock,"Independence, Shared interests, Trust and honesty",Political views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Emotional support, Independence, Trust and honesty, Mutual respect",Smoking
straight_female,straight_female,Something Serious,Extrovert,Night Owl,Hollywood Rizz Songs,"Shared interests, Emotional support, Trust and honesty, Communication, Independence",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Rock,"Mutual respect, Communication",Smoking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Classical,"Trust and honesty, Shared interests",Smoking
straight_female,straight_male,Something Serious,Introvert,Night Owl,Rock,"Communication, Emotional support, Mutual respect, Independence, Trust and honesty, Shared interests",Religious views
straight_female,straight_female,Something Casual,Extrovert,Night Owl,Romantic Bollywood,"Shared interests, Mutual respect, Trust and honesty, Independence",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Rock,"Emotional support, Trust and honesty, Communication, Independence",Religious views
straight_male,straight_male,Something Serious,Introvert,Morning Person,Pop,Shared interests,Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Rock,"Communication, Trust and honesty, Independence, Emotional support",Political views
straight_male,straight_female,Something Casual,Somewhere in Between,Night Owl,Classical,"Communication, Shared interests, Independence",Drinking
straight_male,straight_female,Something Casual,Extrovert,Morning Person,Romantic Bollywood,"Independence, Mutual respect",Drinking
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Pop,"Emotional support, Shared interests, Independence",Religious views
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Country,"Shared interests, Emotional support",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Romantic Bollywood,"Trust and honesty, Emotional support, Communication, Independence, Mutual respect",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Country,Emotional support,Religious views
straight_female,straight_male,Something Serious,Introvert,Morning Person,Rock,"Emotional support, Mutual respect",Political views
straight_female,straight_male,Something Casual,Extrovert,Morning Person,Hollywood Rizz Songs,"Mutual respect, Trust and honesty, Emotional support",Religious views
straight_female,straight_male,Something Serious,Extrovert,Morning Person,Romantic Bollywood,"Mutual respect, Emotional support, Independence, Shared interests",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Morning Person,Rock,"Shared interests, Mutual respect, Communication, Independence, Trust and honesty, Emotional support",Religious views
straight_female,straight_male,Something Casual,Introvert,Night Owl,Classical,"Emotional support, Communication, Trust and honesty, Shared interests",Smoking
straight_female,bisexual,Something Casual,Somewhere in Between,Night Owl,Country,"Independence, Emotional support, Shared interests, Mutual respect, Communication",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Shared interests, Communication, Mutual respect, Independence",Religious views
straight_female,straight_female,Something Casual,Somewhere in Between,Night Owl,Country,"Mutual respect, Shared interests, Communication",Drinking
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Country,Trust and honesty,Smoking
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Romantic Bollywood,"Mutual respect, Trust and honesty, Emotional support, Communication, Independence",Religious views
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Pop,Communication,Religious views
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Pop,"Independence, Trust and honesty, Mutual respect",Political views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Romantic Bollywood,"Mutual respect, Shared interests, Independence, Emotional support, Trust and honesty",Religious views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Country,"Mutual respect, Trust and honesty, Independence, Communication, Emotional support, Shared interests",Smoking
straight_female,straight_male,Something Casual,Somewhere in Between,Night Owl,Classical,Emotional support,Religious views
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Classical,"Mutual respect, Shared interests, Independence, Trust and honesty, Communication",Drinking
straight_female,straight_male,Something Casual,Introvert,Morning Person,Rock,Independence,Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Morning Person,Classical,"Communication, Shared interests, Mutual respect",Religious views
straight_female,straight_female,Something Serious,Introvert,Night Owl,Romantic Bollywood,"Shared interests, Communication, Mutual respect",Political views
straight_male,straight_female,Something Serious,Somewhere in Between,Night Owl,Pop,"Communication, Emotional support, Independence",Drinking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Country,"Shared interests, Mutual respect, Communication, Independence, Emotional support",Drinking
straight_male,straight_female,Something Serious,Somewhere in Between,Morning Person,Pop,"Communication, Shared interests, Emotional support, Trust and honesty",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Rock,"Independence, Mutual respect, Communication, Emotional support, Shared interests, Trust and honesty",Drinking
straight_male,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Shared interests, Mutual respect, Trust and honesty, Emotional support",Religious views
straight_female,straight_female,Something Serious,Somewhere in Between,Night Owl,Country,"Mutual respect, Communication, Independence, Shared interests, Emotional support",Smoking
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,"Emotional support, Independence, Communication, Mutual respect",Religious views
straight_male,straight_female,Something Casual,Extrovert,Night Owl,Classical,"Emotional support, Shared interests, Trust and honesty, Communication",Religious views
straight_male,straight_male,Something Serious,Extrovert,Night Owl,Pop,"Communication, Shared interests, Independence, Emotional support, Mutual respect",Political views
straight_male,straight_female,Something Casual,Introvert,Night Owl,Classical,"Independence, Communication",Political views
straight_female,straight_male,Something Serious,Somewhere in Between,Night Owl,Romantic Bollywood,Mutual respect,Drinking
straight_female,straight_male,Something Casual,Introvert,Morning Person,Romantic Bollywood,"Communication, Independence, Mutual respect",Religious views
straight_female,lesbian,Something Serious,Somewhere in Between,Morning Person,Classical,"Emotional support, Independence",Drinking
straight_female,straight_male,Something Casual,Extrovert,Night Owl,Country,"Trust and honesty, Mutual respect, Independence, Emotional support",Political views
